FID,the_geom,District,ID_Muni,Municipali,Longitude,Latitude,Population,Urb_ou_Rur,Pop_total,Services__,Densite_Po,Urb_Rur
population_mada.1,POINT (47.5 -18.900000000000002),ANTANANARIVO RENIVOHITRA,101001,1ER ARRONDISSEMENT,47.5,-18.9,270141,,167487,35.7,29973.64,Urban
population_mada.2,POINT (47.53333333333333 -18.916666666666668),ANTANANARIVO RENIVOHITRA,101002,2E ARRONDISSEMENT,47.533333,-18.916667,174572,,108235,35.7,12292.77,Urban
population_mada.3,POINT (47.516666666666666 -18.883333333333336),ANTANANARIVO RENIVOHITRA,101003,3E ARRONDISSEMENT,47.516667,-18.883333,139767,,86655,35.7,20217.02,Urban
population_mada.4,POINT (47.5 -18.933333333333334),ANTANANARIVO RENIVOHITRA,101004,4E ARRONDISSEMENT,47.5,-18.933333,236343,,146533,35.7,18593.46,Urban
population_mada.5,POINT (47.53333333333333 -18.866666666666667),ANTANANARIVO RENIVOHITRA,101005,5E ARRONDISSEMENT,47.533333,-18.866667,358834,,222477,35.7,15927.44,Urban
population_mada.6,POINT (47.483333333333334 -18.85),ANTANANARIVO RENIVOHITRA,101006,6E ARRONDISSEMENT,47.483333,-18.85,135619,,84084,35.7,8133.04,Urban
population_mada.7,POINT (47.56666666666667 -18.950000000000003),ANTANANARIVO AVARADRANO,102010,ALASORA,47.566667,-18.95,35105,,24082,10.2,1640.94,Rural
population_mada.8,POINT (47.550000000000004 -18.833333333333336),ANTANANARIVO AVARADRANO,102039,ANKADIKELY ILAFY,47.55,-18.833333,88821,,60931,10.2,2478.28,Rural
population_mada.9,POINT (47.6 -18.933333333333334),ANTANANARIVO AVARADRANO,102050,AMBOHIMANAMBOLA,47.6,-18.933333,14499,,9946,10.2,749.17,Rural
population_mada.10,POINT (47.550000000000004 -18.81666666666667),ANTANANARIVO AVARADRANO,102079,SABOTSY NAMEHANA,47.55,-18.816667,66050,,45311,10.2,2867.78,Rural
population_mada.11,POINT (47.583333333333336 -18.883333333333336),ANTANANARIVO AVARADRANO,102099,AMBOHIMANGAKELY,47.583333,-18.883333,68317,,46865,10.2,1973.93,Rural
population_mada.12,POINT (47.6 -18.8),ANTANANARIVO AVARADRANO,102210,MANANDRIANA,47.6,-18.8,5368,,3682,10.2,248.56,Rural
population_mada.13,POINT (47.63333333333333 -18.883333333333336),ANTANANARIVO AVARADRANO,102230,AMBOHIMALAZA MIRAY,47.633333,-18.883333,12503,,8577,10.2,374.39,Rural
population_mada.14,POINT (47.63333333333333 -18.833333333333336),ANTANANARIVO AVARADRANO,102279,FIAFERANA,47.633333,-18.833333,6623,,4543,10.2,238.92,Rural
population_mada.15,POINT (47.550000000000004 -18.76666666666667),ANTANANARIVO AVARADRANO,102319,AMBOHIMANGA ROVA,47.55,-18.766667,18280,,12540,10.2,440.12,Rural
population_mada.16,POINT (47.66666666666667 -18.8),ANTANANARIVO AVARADRANO,102350,VILIAHAZO,47.666667,-18.8,3462,,2375,10.2,149.44,Rural
population_mada.17,POINT (47.61666666666667 -18.75),ANTANANARIVO AVARADRANO,102379,TALATA VOLONONDRY,47.616667,-18.75,23053,,15815,10.2,236.67,Rural
population_mada.18,POINT (47.65 -18.933333333333334),ANTANANARIVO AVARADRANO,102390,ANJEVA GARA,47.65,-18.933333,8820,,6051,10.2,287.9,Rural
population_mada.19,POINT (47.61666666666667 -18.983333333333334),ANTANANARIVO AVARADRANO,102410,MASINDRAY,47.616667,-18.983333,11544,,7919,10.2,236.31,Rural
population_mada.20,POINT (47.66666666666667 -19.05),ANTANANARIVO AVARADRANO,102430,ANKADINANDRIANA,47.666667,-19.05,18694,,12824,10.2,137.49,Rural
population_mada.21,POINT (47.43333333333334 -18.81666666666667),AMBOHIDRATRIMO,103010,AMBOHIDRATRIMO,47.433333,-18.816667,17920,,12293,10.2,6344.1,Rural
population_mada.22,POINT (47.4 -18.783333333333335),AMBOHIDRATRIMO,103030,ANOSIALA,47.4,-18.783333,29317,,20111,10.2,584.14,Rural
population_mada.23,POINT (47.45 -18.81666666666667),AMBOHIDRATRIMO,103050,TALATAMATY,47.45,-18.816667,50668,,34758,10.2,32357.21,Rural
population_mada.24,POINT (47.483333333333334 -18.833333333333336),AMBOHIDRATRIMO,103070,ANTEHIROKA,47.483333,-18.833333,62741,,43040,10.2,4037.16,Rural
population_mada.25,POINT (47.4 -18.81666666666667),AMBOHIDRATRIMO,103090,IARINARIVO,47.4,-18.816667,8967,,6151,10.2,495.25,Rural
population_mada.26,POINT (47.46666666666667 -18.81666666666667),AMBOHIDRATRIMO,103111,IVATO FIRAISANA,47.466667,-18.816667,28144,,19307,10.2,6164.75,Rural
population_mada.27,POINT (47.46666666666667 -18.8),AMBOHIDRATRIMO,103112,IVATO AEROPORT,47.466667,-18.8,23879,,16381,10.2,2435.34,Rural
population_mada.28,POINT (47.43333333333334 -18.866666666666667),AMBOHIDRATRIMO,103130,AMBOHITRIMANJAKA,47.433333,-18.866667,34742,,23833,10.2,1661.05,Rural
population_mada.29,POINT (47.36666666666667 -18.75),AMBOHIDRATRIMO,103150,MAHITSY,47.366667,-18.75,42299,,29017,10.2,450.23,Rural
population_mada.30,POINT (47.5 -18.733333333333334),AMBOHIDRATRIMO,103171,MERIMANDROSO,47.5,-18.733333,13542,,9290,10.2,263.93,Rural
population_mada.31,POINT (47.483333333333334 -18.783333333333335),AMBOHIDRATRIMO,103172,AMBATOLAMPY,47.483333,-18.783333,14108,,9678,10.2,786.11,Rural
population_mada.32,POINT (47.36666666666667 -18.85),AMBOHIDRATRIMO,103190,AMPANGABE,47.366667,-18.85,11776,,8079,10.2,271.86,Rural
population_mada.33,POINT (47.266666666666666 -18.71666666666667),AMBOHIDRATRIMO,103210,AMPANOTOKANA,47.266667,-18.716667,20425,,14012,10.2,174.39,Rural
population_mada.34,POINT (47.3 -18.75),AMBOHIDRATRIMO,103230,MANANJARA,47.3,-18.75,3534,,2424,10.2,110.19,Rural
population_mada.35,POINT (47.483333333333334 -18.683333333333334),AMBOHIDRATRIMO,103251,MANJAKAVARADRANO,47.483333,-18.683333,2757,,1891,10.2,62.26,Rural
population_mada.36,POINT (47.53333333333333 -18.650000000000002),AMBOHIDRATRIMO,103252,ANTSAHAFILO,47.533333,-18.65,2420,,1660,10.2,54.11,Rural
population_mada.37,POINT (47.43333333333334 -18.700000000000003),AMBOHIDRATRIMO,103270,AMBOHIMANJAKA,47.433333,-18.7,7823,,5367,10.2,241.17,Rural
population_mada.38,POINT (47.4 -18.883333333333336),AMBOHIDRATRIMO,103290,FIADANANA,47.4,-18.883333,6746,,4628,10.2,413.63,Rural
population_mada.39,POINT (47.31666666666667 -18.616666666666667),AMBOHIDRATRIMO,103310,MAHABO,47.316667,-18.616667,7357,,5047,10.2,86.69,Rural
population_mada.40,POINT (47.35 -18.883333333333336),AMBOHIDRATRIMO,103330,MAHEREZA,47.35,-18.883333,3910,,2682,10.2,295.94,Rural
population_mada.41,POINT (47.38333333333333 -18.666666666666668),AMBOHIDRATRIMO,103350,ANTANETIBE,47.383333,-18.666667,9486,,6507,10.2,176.11,Rural
population_mada.42,POINT (47.56666666666667 -18.683333333333334),AMBOHIDRATRIMO,103370,AMBOHIPIHAONANA,47.566667,-18.683333,4608,,3161,10.2,175.03,Rural
population_mada.43,POINT (47.5 -18.533333333333335),AMBOHIDRATRIMO,103390,AMBATO,47.5,-18.533333,9618,,6598,10.2,28.79,Rural
population_mada.44,POINT (47.38333333333333 -18.55),AMBOHIDRATRIMO,103410,ANJANADORIA,47.383333,-18.55,6438,,4416,10.2,37.14,Rural
population_mada.45,POINT (47.6 -18.6),AMBOHIDRATRIMO,103430,AVARATSENA,47.6,-18.6,5691,,3904,10.2,33.53,Rural
population_mada.46,POINT (47.11666666666667 -18.266666666666666),ANKAZOBE,104010,ANKAZOBE,47.116667,-18.266667,20712,,14209,10.2,49.59,Rural
population_mada.47,POINT (47.06666666666667 -18.15),ANKAZOBE,104030,TALATA ANGAVO,47.066667,-18.15,14931,,10243,10.2,26.74,Rural
population_mada.48,POINT (47.18333333333334 -18.433333333333334),ANKAZOBE,104050,AMBOHITROMBY,47.183333,-18.433333,9111,,6250,10.2,46.89,Rural
population_mada.49,POINT (47.06666666666667 -18.483333333333334),ANKAZOBE,104070,ANTOTOHAZO,47.066667,-18.483333,9606,,6589,10.2,48.68,Rural
population_mada.50,POINT (47.18333333333334 -18.6),ANKAZOBE,104090,FIHAONANA,47.183333,-18.6,18981,,13021,10.2,81.92,Rural
population_mada.51,POINT (47.28333333333333 -18.5),ANKAZOBE,104110,MAHAVELONA,47.283333,-18.5,14930,,10242,10.2,57.31,Rural
population_mada.52,POINT (46.75 -18.066666666666666),ANKAZOBE,104130,FIADANANA,46.75,-18.066667,12486,,8566,10.2,5.97,Rural
population_mada.53,POINT (47.21666666666667 -17.883333333333336),ANKAZOBE,104150,TSARAMASOANDRO,47.216667,-17.883333,13731,,9420,10.2,16.41,Rural
population_mada.54,POINT (47.333333333333336 -18.316666666666666),ANKAZOBE,104170,AMBOLOTARAKELY,47.333333,-18.316667,7404,,5079,10.2,15.27,Rural
population_mada.55,POINT (47.38333333333333 -18.066666666666666),ANKAZOBE,104190,ANTAKAVANA,47.383333,-18.066667,6757,,4635,10.2,12.93,Rural
population_mada.56,POINT (46.96666666666667 -17.950000000000003),ANKAZOBE,104210,KIANGARA,46.966667,-17.95,15874,,10890,10.2,19.04,Rural
population_mada.57,POINT (47.11666666666667 -18.666666666666668),ANKAZOBE,104230,MIANTSO,47.116667,-18.666667,17983,,12336,10.2,83.94,Rural
population_mada.58,POINT (46.983333333333334 -18.45),ANKAZOBE,104250,MARONDRY,46.983333,-18.45,14605,,10019,10.2,40.57,Rural
population_mada.59,POINT (47.18333333333334 -19.016666666666666),ARIVONIMAMO,105010,ARIVONIMAMO I,47.183333,-19.016667,20930,,12244,35.7,460.63,Urban
population_mada.60,POINT (47.15 -19),ARIVONIMAMO,105030,ARIVONIMAMO II,47.15,-19,13650,,8559,10.2,118.79,Rural
population_mada.61,POINT (47.15 -18.900000000000002),ARIVONIMAMO,105050,AMBOHITRAMBO,47.15,-18.9,16078,,10081,10.2,111.23,Rural
population_mada.62,POINT (47.2 -19.1),ARIVONIMAMO,105070,AMPAHIMANGA,47.2,-19.1,19762,,12391,10.2,183.65,Rural
population_mada.63,POINT (47.18333333333334 -19.166666666666668),ARIVONIMAMO,105090,AMBOANANA,47.183333,-19.166667,26368,,16533,10.2,189.64,Rural
population_mada.64,POINT (47.083333333333336 -19.1),ARIVONIMAMO,105110,MORAFENO,47.083333,-19.1,9639,,6044,10.2,103.56,Rural
population_mada.65,POINT (47.3 -19),ARIVONIMAMO,105130,IMERINTSIATOSIKA,47.3,-19,51607,,32357,10.2,298.57,Rural
population_mada.66,POINT (47.28333333333333 -18.900000000000002),ARIVONIMAMO,105150,MORARANO,47.283333,-18.9,16915,,10606,10.2,213.79,Rural
population_mada.67,POINT (47.38333333333333 -18.950000000000003),ARIVONIMAMO,105170,AMBATOMIRAHAVAVY,47.383333,-18.95,13352,,8372,10.2,202.63,Rural
population_mada.68,POINT (47.166666666666664 -18.8),ARIVONIMAMO,105190,AMBATOMANGA,47.166667,-18.8,13925,,8731,10.2,76.55,Rural
population_mada.69,POINT (47.1 -19.25),ARIVONIMAMO,105211,MANALALONDO,47.1,-19.25,27782,,17419,10.2,361.49,Rural
population_mada.70,POINT (47.083333333333336 -19.2),ARIVONIMAMO,105212,ANTENIMBE,47.083333,-19.2,6906,,4330,10.2,196.57,Rural
population_mada.71,POINT (47.18333333333334 -19.21666666666667),ARIVONIMAMO,105213,ALAKAMISIKELY,47.183333,-19.216667,6403,,4015,10.2,143.91,Rural
population_mada.72,POINT (47.2 -19.266666666666666),ARIVONIMAMO,105214,MAHATSINJO EST,47.2,-19.266667,8227,,5158,10.2,152.27,Rural
population_mada.73,POINT (47.1 -19.316666666666666),ARIVONIMAMO,105215,MAROFANGADY,47.1,-19.316667,7346,,4606,10.2,176.7,Rural
population_mada.74,POINT (47.18333333333334 -19.316666666666666),ARIVONIMAMO,105216,RAMBOLAMASOANDRO,47.183333,-19.316667,9731,,6102,10.2,140.05,Rural
population_mada.75,POINT (47.36666666666667 -19.083333333333332),ARIVONIMAMO,105230,AMBOHIMANDRY,47.366667,-19.083333,26336,,16513,10.2,136.15,Rural
population_mada.76,POINT (47.3 -18.85),ARIVONIMAMO,105250,ANTAMBOLO,47.3,-18.85,6617,,4149,10.2,180.69,Rural
population_mada.77,POINT (47.266666666666666 -18.81666666666667),ARIVONIMAMO,105270,AMBOHIMASINA,47.266667,-18.816667,7354,,4611,10.2,128.15,Rural
population_mada.78,POINT (47.35 -19.15),ARIVONIMAMO,105290,AMBOHIPANDRANO,47.35,-19.15,15368,,9636,10.2,181.86,Rural
population_mada.79,POINT (47.38333333333333 -19.21666666666667),ARIVONIMAMO,105310,MIANTSOARIVO,47.383333,-19.216667,25541,,16014,10.2,180.21,Rural
population_mada.80,POINT (47.28333333333333 -19.2),ARIVONIMAMO,105330,MIANDRANDRA,47.283333,-19.2,9697,,6080,10.2,171.05,Rural
population_mada.81,POINT (47.81666666666667 -18.933333333333334),MANJAKANDRIANA,106011,MANJAKANDRIANA,47.816667,-18.933333,21325,,14629,10.2,281.3,Rural
population_mada.82,POINT (47.9 -18.900000000000002),MANJAKANDRIANA,106012,AMBATOLAONA,47.9,-18.9,6804,,4668,10.2,54.21,Rural
population_mada.83,POINT (47.766666666666666 -18.883333333333336),MANJAKANDRIANA,106030,SAMBAINA,47.766667,-18.883333,8454,,5799,10.2,294.01,Rural
population_mada.84,POINT (47.833333333333336 -18.85),MANJAKANDRIANA,106050,AMBOHIBARY,47.833333,-18.85,6339,,4348,10.2,119.77,Rural
population_mada.85,POINT (47.75 -18.96666666666667),MANJAKANDRIANA,106070,AMBATOMANGA,47.75,-18.966667,6787,,4656,10.2,277.19,Rural
population_mada.86,POINT (47.71666666666667 -18.96666666666667),MANJAKANDRIANA,106090,ALAROBIA,47.716667,-18.966667,16209,,11120,10.2,227.27,Rural
population_mada.87,POINT (47.85 -19),MANJAKANDRIANA,106110,MANTASOA,47.85,-19,11684,,8015,10.2,109.95,Rural
population_mada.88,POINT (47.85 -18.8),MANJAKANDRIANA,106130,RANOVAO,47.85,-18.8,5139,,3526,10.2,54.57,Rural
population_mada.89,POINT (47.81666666666667 -19.05),MANJAKANDRIANA,106150,MIADANANDRIANA,47.816667,-19.05,11975,,8215,10.2,130.42,Rural
population_mada.90,POINT (47.71666666666667 -18.900000000000002),MANJAKANDRIANA,106170,NANDIHIZANA,47.716667,-18.9,6709,,4603,10.2,190.47,Rural
population_mada.91,POINT (47.733333333333334 -18.85),MANJAKANDRIANA,106190,ANJEPY,47.733333,-18.85,7673,,5264,10.2,155.55,Rural
population_mada.92,POINT (47.68333333333334 -18.866666666666667),MANJAKANDRIANA,106210,AMBANITSENA,47.683333,-18.866667,7941,,5448,10.2,296.41,Rural
population_mada.93,POINT (47.75 -19.1),MANJAKANDRIANA,106230,AMBOHITRANDRIAMANITRA,47.75,-19.1,11333,,7774,10.2,131.54,Rural
population_mada.94,POINT (47.733333333333334 -18.783333333333335),MANJAKANDRIANA,106250,AMBATOMENA,47.733333,-18.783333,7028,,4821,10.2,194.37,Rural
population_mada.95,POINT (47.800000000000004 -18.783333333333335),MANJAKANDRIANA,106271,AMBOHITSEHENO,47.8,-18.783333,7081,,4858,10.2,150.04,Rural
population_mada.96,POINT (47.85 -18.75),MANJAKANDRIANA,106272,ANTSAHALALINA,47.85,-18.75,4485,,3077,10.2,61.95,Rural
population_mada.97,POINT (47.766666666666666 -18.733333333333334),MANJAKANDRIANA,106290,AMBOHITRONY,47.766667,-18.733333,3247,,2227,10.2,492.5,Rural
population_mada.98,POINT (47.85 -19.133333333333333),MANJAKANDRIANA,106310,MERIKANJAKA,47.85,-19.133333,9923,,6807,10.2,117.92,Rural
population_mada.99,POINT (47.7 -18.8),MANJAKANDRIANA,106330,ANJOMA BETOHO,47.7,-18.8,3898,,2674,10.2,202.21,Rural
population_mada.100,POINT (47.81666666666667 -18.666666666666668),MANJAKANDRIANA,106351,ANKAZONDANDY,47.816667,-18.666667,17760,,12184,10.2,150.59,Rural
population_mada.101,POINT (47.88333333333333 -18.683333333333334),MANJAKANDRIANA,106352,SOAVINANDRIANA,47.883333,-18.683333,4363,,2993,10.2,55.87,Rural
population_mada.102,POINT (47.66666666666667 -18.700000000000003),MANJAKANDRIANA,106370,AMBOHITROLOMAHITSY,47.666667,-18.7,13089,,8979,10.2,118.09,Rural
population_mada.103,POINT (47.7 -18.566666666666666),MANJAKANDRIANA,106390,SADABE,47.7,-18.566667,14824,,10169,10.2,64.19,Rural
population_mada.104,POINT (47.68333333333334 -18.75),MANJAKANDRIANA,106410,AMPANEVA,47.683333,-18.75,3825,,2624,10.2,248.26,Rural
population_mada.105,POINT (47.733333333333334 -18.733333333333334),MANJAKANDRIANA,106430,AMBOHIBAO SUD,47.733333,-18.733333,4401,,3019,10.2,276.94,Rural
population_mada.106,POINT (47.86666666666667 -18.416666666666668),ANJOZOROBE,107019,ANJOZOROBE,47.866667,-18.416667,25646,,17593,10.2,75.41,Rural
population_mada.107,POINT (47.833333333333336 -18.533333333333335),ANJOZOROBE,107070,MANGAMILA,47.833333,-18.533333,14744,,10114,10.2,57.64,Rural
population_mada.108,POINT (47.93333333333334 -18.333333333333336),ANJOZOROBE,107099,AMBONGAMARINA,47.933333,-18.333333,10704,,7343,10.2,41.25,Rural
population_mada.109,POINT (47.93333333333334 -18.566666666666666),ANJOZOROBE,107110,TSARASAOTRA,47.933333,-18.566667,5284,,3625,10.2,109,Rural
population_mada.110,POINT (47.800000000000004 -18.21666666666667),ANJOZOROBE,107130,AMBOHIMANARINA MAROVAZAHA,47.8,-18.216667,7897,,5417,10.2,65.27,Rural
population_mada.111,POINT (47.91666666666667 -18.166666666666668),ANJOZOROBE,107150,BETATAO,47.916667,-18.166667,8971,,6154,10.2,26.09,Rural
population_mada.112,POINT (47.93333333333334 -18.51666666666667),ANJOZOROBE,107170,ALAKAMISY,47.933333,-18.516667,4881,,3349,10.2,132.14,Rural
population_mada.113,POINT (47.7 -18.416666666666668),ANJOZOROBE,107190,ANALAROA,47.7,-18.416667,13364,,9168,10.2,80.73,Rural
population_mada.114,POINT (47.56666666666667 -18.383333333333333),ANJOZOROBE,107211,ANTANETIBE,47.566667,-18.383333,17066,,11707,10.2,143.49,Rural
population_mada.115,POINT (47.61666666666667 -18.366666666666667),ANJOZOROBE,107212,BELANITRA,47.616667,-18.366667,2754,,1889,10.2,109.27,Rural
population_mada.116,POINT (47.63333333333333 -18.3),ANJOZOROBE,107230,AMBATOMANOINA,47.633333,-18.3,24082,,16520,10.2,124.35,Rural
population_mada.117,POINT (47.88333333333333 -18),ANJOZOROBE,107250,AMPARATANJONA,47.883333,-18,8723,,5984,10.2,27.42,Rural
population_mada.118,POINT (47.75 -18.083333333333332),ANJOZOROBE,107270,AMBOASARY NORD,47.75,-18.083333,7532,,5167,10.2,43.19,Rural
population_mada.119,POINT (47.483333333333334 -18.400000000000002),ANJOZOROBE,107290,ANDROVAKELY,47.483333,-18.4,7924,,5436,10.2,57.64,Rural
population_mada.120,POINT (47.61666666666667 -18.116666666666667),ANJOZOROBE,107310,AMBOHIBARY VOHILENA,47.616667,-18.116667,20304,,13929,10.2,39.32,Rural
population_mada.121,POINT (47.733333333333334 -18.3),ANJOZOROBE,107330,AMBOHIMIRARY,47.733333,-18.3,8079,,5542,10.2,85.97,Rural
population_mada.122,POINT (47.71666666666667 -17.900000000000002),ANJOZOROBE,107350,MAROTSIPOY,47.716667,-17.9,7203,,4942,10.2,8.08,Rural
population_mada.123,POINT (47.516666666666666 -18.21666666666667),ANJOZOROBE,107370,BERONONO,47.516667,-18.216667,11555,,7927,10.2,43.13,Rural
population_mada.124,POINT (46.983333333333334 -19.866666666666667),ANTSIRABE I,108001,ANTSENAKELY ANDRAIKIBA,46.983333,-19.866667,100338,,71040,35.7,2381.64,Urban
population_mada.125,POINT (47 -19.900000000000002),ANTSIRABE I,108002,AMPATANA MANDRIANKENIHENY,47,-19.9,16954,,12003,35.7,94.19,Urban
population_mada.126,POINT (47.06666666666667 -19.883333333333336),ANTSIRABE I,108003,SOAMALAZA MAHATSINJO,47.066667,-19.883333,36133,,25582,35.7,5636.95,Urban
population_mada.127,POINT (47.03333333333333 -19.916666666666668),ANTSIRABE I,108004,ANTSIRABE AFOVOANY ATSINANANA,47.033333,-19.916667,48658,,34450,35.7,2593.72,Urban
population_mada.128,POINT (47.05 -19.85),ANTSIRABE I,108005,MANODIDINA NY GARA AMBILOMBE,47.05,-19.85,31887,,22576,35.7,2285.8,Urban
population_mada.129,POINT (47 -19.833333333333336),ANTSIRABE I,108006,MAHAZOARIVO AVARABOHITRA,47,-19.833333,72079,,51032,35.7,2294.77,Urban
population_mada.130,POINT (46.85 -19.85),BETAFO,109010,BETAFO,46.85,-19.85,28118,,19936,10.2,528.26,Rural
population_mada.131,POINT (46.81666666666667 -19.833333333333336),BETAFO,109030,ANDRANOMAFANA,46.816667,-19.833333,4836,,3428,10.2,184.49,Rural
population_mada.132,POINT (46.9 -19.81666666666667),BETAFO,109050,MANDRITSARA,46.9,-19.816667,14602,,10353,10.2,317.68,Rural
population_mada.133,POINT (46.88333333333333 -19.900000000000002),BETAFO,109070,ALAKAMISY ANATIVATO,46.883333,-19.9,9800,,6948,10.2,354.97,Rural
population_mada.134,POINT (46.833333333333336 -19.76666666666667),BETAFO,109090,ANTSOSO,46.833333,-19.766667,7549,,5353,10.2,164.74,Rural
population_mada.135,POINT (46.91666666666667 -19.916666666666668),BETAFO,109110,TRITRIVA,46.916667,-19.916667,9016,,6392,10.2,141.92,Rural
population_mada.136,POINT (46.733333333333334 -19.81666666666667),BETAFO,109130,SOAVINA,46.733333,-19.816667,14485,,10270,10.2,105.06,Rural
population_mada.137,POINT (46.81666666666667 -19.666666666666668),BETAFO,109150,MANOHISOA,46.816667,-19.666667,20280,,14378,10.2,105.83,Rural
population_mada.138,POINT (46.91666666666667 -19.700000000000003),BETAFO,109170,AMBATONIKOLAHY,46.916667,-19.7,22362,,15855,10.2,104.37,Rural
population_mada.139,POINT (46.66666666666667 -19.733333333333334),BETAFO,109190,ANTOHOBE,46.666667,-19.733333,13867,,9832,10.2,120.5,Rural
population_mada.140,POINT (46.78333333333333 -19.933333333333334),BETAFO,109210,MAHAIZA,46.783333,-19.933333,19506,,13830,10.2,79.24,Rural
population_mada.141,POINT (46.86666666666667 -20.05),BETAFO,109230,ALAKAMISY MAROSOSONA,46.866667,-20.05,10491,,7438,10.2,51.94,Rural
population_mada.142,POINT (46.53333333333333 -19.833333333333336),BETAFO,109250,AMBOHIMANAMBOLA,46.533333,-19.833333,23630,,16754,10.2,46.38,Rural
population_mada.143,POINT (46.71666666666667 -19.6),BETAFO,109270,AMBOHIMASINA,46.716667,-19.6,20169,,14300,10.2,108.94,Rural
population_mada.144,POINT (46.63333333333333 -19.616666666666667),BETAFO,109290,INANANTONANA,46.633333,-19.616667,19126,,13560,10.2,95.04,Rural
population_mada.145,POINT (46.46666666666667 -19.683333333333334),BETAFO,109310,ANKAZOMIRIOTRA,46.466667,-19.683333,31410,,22269,10.2,52.91,Rural
population_mada.146,POINT (46.46666666666667 -19.533333333333335),BETAFO,109330,VINANY,46.466667,-19.533333,16893,,11977,10.2,152.06,Rural
population_mada.147,POINT (46.56666666666667 -19.483333333333334),BETAFO,109350,FIDIRANA,46.566667,-19.483333,30824,,21854,10.2,93.69,Rural
population_mada.148,POINT (46.333333333333336 -19.566666666666666),BETAFO,109370,MANDOTO,46.333333,-19.566667,23659,,16774,10.2,74.16,Rural
population_mada.149,POINT (46.85 -20.183333333333334),BETAFO,109390,ALAROBIA BEMAHA,46.85,-20.183333,14598,,10350,10.2,132.08,Rural
population_mada.150,POINT (46.21666666666667 -19.85),BETAFO,109410,VASIANA,46.216667,-19.85,9830,,6970,10.2,12.09,Rural
population_mada.151,POINT (45.93333333333334 -19.650000000000002),BETAFO,109450,ANJOMA RAMARTINA,45.933333,-19.65,22677,,16078,10.2,21.82,Rural
population_mada.152,POINT (46.38333333333333 -19.45),BETAFO,109470,BETSOHANA,46.383333,-19.45,8986,,6371,10.2,14.27,Rural
population_mada.153,POINT (46.5 -20.133333333333333),BETAFO,109490,ANDREMBESOA,46.5,-20.133333,18174,,12886,10.2,33.33,Rural
population_mada.154,POINT (46.65 -20.016666666666666),BETAFO,109510,ANOSIARIVO MANAPA,46.65,-20.016667,17646,,12511,35.7,1143.64,Urban
population_mada.155,POINT (47.43333333333334 -19.383333333333333),AMBATOLAMPY,110010,AMBATOLAMPY,47.433333,-19.383333,32162,,22771,10.2,283.39,Rural
population_mada.156,POINT (47.46666666666667 -19.416666666666668),AMBATOLAMPY,110030,MORARANO,47.466667,-19.416667,11557,,8194,10.2,247.38,Rural
population_mada.157,POINT (47.43333333333334 -19.45),AMBATOLAMPY,110050,AMBOHIPIHAONANA,47.433333,-19.45,17586,,12468,10.2,177.19,Rural
population_mada.158,POINT (47.416666666666664 -19.316666666666666),AMBATOLAMPY,110070,MANJAKATOMPO,47.416667,-19.316667,8740,,6197,10.2,268.49,Rural
