FID,the_geom,District,ID_Muni,Municipali,Longitude,Latitude,Population,Urb_ou_Rur,Pop_total,Services__,Densite_Po,Urb_Rur
population_mada.806,POINT (47.800000000000004 -19.950000000000003),MAROLAMBO,309072,AMBODIVOANGY,47.8,-19.95,9662,,5739,10.2,58.08,Rural
population_mada.807,POINT (47.93333333333334 -19.900000000000002),MAROLAMBO,309090,AMBOHIMILANJA,47.933333,-19.9,16952,,10069,10.2,59.72,Rural
population_mada.808,POINT (47.81666666666667 -20.083333333333332),MAROLAMBO,309110,AMBATOFISAKA II,47.816667,-20.083333,12166,,7227,10.2,54.76,Rural
population_mada.809,POINT (47.95 -20.1),MAROLAMBO,309131,ANDRORANGAVOLA,47.95,-20.1,11910,,7075,10.2,74.13,Rural
population_mada.810,POINT (47.9 -20.183333333333334),MAROLAMBO,309132,ANOSIARIVO I,47.9,-20.183333,7784,,4624,10.2,43.51,Rural
population_mada.811,POINT (47.983333333333334 -19.783333333333335),MAROLAMBO,309150,AMBOASARY,47.983333,-19.783333,11852,,7040,10.2,112.62,Rural
population_mada.812,POINT (48.06666666666667 -19.8),MAROLAMBO,309170,LOHAVANANA,48.066667,-19.8,7665,,4553,10.2,40.06,Rural
population_mada.813,POINT (47.766666666666666 -20.35),MAROLAMBO,309191,AMBODINONOKA,47.766667,-20.35,15968,,9485,10.2,38.48,Rural
population_mada.814,POINT (47.85 -20.266666666666666),MAROLAMBO,309192,SAHAKEVO,47.85,-20.266667,16067,,9544,10.2,40.13,Rural
population_mada.815,POINT (49.28333333333333 -18.083333333333332),TOAMASINA II,310010,TOAMASINA SUBURBAINE,49.283333,-18.083333,16595,,9858,10.2,60.91,Rural
population_mada.816,POINT (49.36666666666667 -17.96666666666667),TOAMASINA II,310030,ANTETEZAMBARO,49.366667,-17.966667,17905,,10636,10.2,75,Rural
population_mada.817,POINT (49.233333333333334 -18.233333333333334),TOAMASINA II,310050,FANANDRANA,49.233333,-18.233333,15750,,9355,10.2,50.83,Rural
population_mada.818,POINT (49.266666666666666 -17.916666666666668),TOAMASINA II,310070,AMBODIRIANA,49.266667,-17.916667,11580,,6878,10.2,59.23,Rural
population_mada.819,POINT (49.18333333333334 -18.400000000000002),TOAMASINA II,310091,AMPASIMADINIKA MANAMBOLO,49.183333,-18.4,11491,,6825,10.2,62.63,Rural
population_mada.820,POINT (49.3 -18.316666666666666),TOAMASINA II,310092,AMBODITANDROROHO,49.3,-18.316667,13414,,7968,10.2,71.79,Rural
population_mada.821,POINT (49.43333333333334 -17.76666666666667),TOAMASINA II,310110,MAHAVELONA (FOULPOINTE),49.433333,-17.766667,30948,,18383,10.2,106.49,Rural
population_mada.822,POINT (49.1 -17.933333333333334),TOAMASINA II,310130,SAHAMBALA,49.1,-17.933333,21837,,12971,10.2,57.45,Rural
population_mada.823,POINT (49.1 -18.133333333333333),TOAMASINA II,310150,AMBODILAZANA,49.1,-18.133333,20755,,12328,10.2,52.18,Rural
population_mada.824,POINT (49.35 -17.616666666666667),TOAMASINA II,310170,AMPASIMBE ONIBE,49.35,-17.616667,25629,,15224,10.2,101.68,Rural
population_mada.825,POINT (49.2 -17.76666666666667),TOAMASINA II,310191,MANGABE,49.2,-17.766667,11173,,6637,10.2,79.58,Rural
population_mada.826,POINT (49.11666666666667 -17.81666666666667),TOAMASINA II,310192,AMPOROFORO,49.116667,-17.816667,7913,,4701,10.2,19.74,Rural
population_mada.827,POINT (48.95 -17.8),TOAMASINA II,310193,ANTENINA,48.95,-17.8,11116,,6603,10.2,113.12,Rural
population_mada.828,POINT (49.35 -17.75),TOAMASINA II,310211,ANDONDABE,49.35,-17.75,27505,,16338,10.2,186.33,Rural
population_mada.829,POINT (49.28333333333333 -17.75),TOAMASINA II,310212,AMPISOKINA,49.283333,-17.75,7547,,4483,10.2,52.29,Rural
population_mada.830,POINT (49.05 -18.283333333333335),TOAMASINA II,310230,ANDRANOBOLAHA,49.05,-18.283333,12346,,7334,10.2,35.62,Rural
population_mada.831,POINT (48.86666666666667 -18.016666666666666),TOAMASINA II,310250,FITO,48.866667,-18.016667,16871,,10022,10.2,16.38,Rural
population_mada.832,POINT (48.56666666666667 -19.45),ANTANAMBAO MANAMPONTSY,311010,ANTANAMBAO MANAMPONTSY,48.566667,-19.45,14933,,8870,10.2,48.83,Rural
population_mada.833,POINT (48.45 -19.433333333333334),ANTANAMBAO MANAMPONTSY,311030,MAHELA,48.45,-19.433333,14330,,8512,10.2,42.33,Rural
population_mada.834,POINT (48.516666666666666 -19.633333333333333),ANTANAMBAO MANAMPONTSY,311050,SAIVAZA,48.516667,-19.633333,11356,,6745,10.2,50.39,Rural
population_mada.835,POINT (48.38333333333333 -19.6),ANTANAMBAO MANAMPONTSY,311070,ANTANANDEHIBE,48.383333,-19.6,9546,,5670,10.2,29.98,Rural
population_mada.836,POINT (48.35 -19.75),ANTANAMBAO MANAMPONTSY,311090,MANAKANA,48.35,-19.75,8114,,4819,10.2,59.6,Rural
population_mada.837,POINT (48.25 -17.566666666666666),AMPARAFARAVOLA,312011,AMPARAFARAVOLA,48.25,-17.566667,44128,,28022,10.2,123.84,Rural
population_mada.838,POINT (48.03333333333333 -17.46666666666667),AMPARAFARAVOLA,312012,BEDIDY,48.033333,-17.466667,6151,,3906,10.2,22.91,Rural
population_mada.839,POINT (48.13333333333333 -17.6),AMPARAFARAVOLA,312013,AMBOHIMANDROSO,48.133333,-17.6,9400,,5969,10.2,91.86,Rural
population_mada.840,POINT (48.266666666666666 -17.46666666666667),AMPARAFARAVOLA,312014,SAHAMAMY,48.266667,-17.466667,14766,,9377,10.2,49.37,Rural
population_mada.841,POINT (48.3 -17.683333333333334),AMPARAFARAVOLA,312031,AMBATOMAINTY,48.3,-17.683333,18252,,11590,10.2,85.04,Rural
population_mada.842,POINT (48.05 -17.6),AMPARAFARAVOLA,312032,AMPASIKELY,48.05,-17.6,5945,,3775,10.2,47.47,Rural
population_mada.843,POINT (48.11666666666667 -17.666666666666668),AMPARAFARAVOLA,312033,ANDREBAKELY SUD,48.116667,-17.666667,7941,,5043,10.2,112.04,Rural
population_mada.844,POINT (48.28333333333333 -17.433333333333334),AMPARAFARAVOLA,312051,AMBOHITRARIVO,48.283333,-17.433333,25882,,16435,10.2,93.1,Rural
population_mada.845,POINT (48.416666666666664 -17.483333333333334),AMPARAFARAVOLA,312052,ANORORO,48.416667,-17.483333,11281,,7164,10.2,124.67,Rural
population_mada.846,POINT (48.083333333333336 -17.76666666666667),AMPARAFARAVOLA,312071,MORARANO CHROME,48.083333,-17.766667,44946,,28541,10.2,101.44,Rural
population_mada.847,POINT (48.1 -17.85),AMPARAFARAVOLA,312072,RANOMAINTY,48.1,-17.85,9587,,6088,10.2,151.22,Rural
population_mada.848,POINT (48.266666666666666 -17.316666666666666),AMPARAFARAVOLA,312090,AMBOHIJANAHARY,48.266667,-17.316667,31108,,19754,10.2,84.43,Rural
population_mada.849,POINT (48.45 -17.433333333333334),AMPARAFARAVOLA,312111,TANAMBE,48.45,-17.433333,19505,,12386,10.2,335.96,Rural
population_mada.850,POINT (48.333333333333336 -17.266666666666666),AMPARAFARAVOLA,312112,BEANANA,48.333333,-17.266667,14159,,8991,10.2,169.39,Rural
population_mada.851,POINT (48.5 -17.416666666666668),AMPARAFARAVOLA,312113,VOHITSARA,48.5,-17.416667,7304,,4638,10.2,31.32,Rural
population_mada.852,POINT (48.35 -17.183333333333334),AMPARAFARAVOLA,312131,AMBOAVORY,48.35,-17.183333,15022,,9539,10.2,30.58,Rural
population_mada.853,POINT (48.53333333333333 -17.35),AMPARAFARAVOLA,312132,ANDILANA NORD,48.533333,-17.35,8089,,5137,10.2,90.29,Rural
population_mada.854,POINT (48.483333333333334 -17.35),AMPARAFARAVOLA,312133,AMBODIMANGA,48.483333,-17.35,6248,,3967,10.2,234.18,Rural
population_mada.855,POINT (48.65 -17.25),AMPARAFARAVOLA,312151,VOHIMENA,48.65,-17.25,11152,,7082,10.2,28.23,Rural
population_mada.856,POINT (48.78333333333333 -17.25),AMPARAFARAVOLA,312152,ANDREBAKELY NORD,48.783333,-17.25,13300,,8445,10.2,65.91,Rural
population_mada.857,POINT (48.4 -17.8),AMBATONDRAZAKA,313010,AMBATONDRAZAKA,48.4,-17.8,91092,,51285,35.7,16175.74,Urban
population_mada.858,POINT (48.53333333333333 -17.833333333333336),AMBATONDRAZAKA,313031,FERAMANGA NORD,48.533333,-17.833333,21967,,13949,10.2,103.47,Rural
population_mada.859,POINT (48.483333333333334 -17.866666666666667),AMBATONDRAZAKA,313032,AMBATONDRAZAKA SUBURBAINE,48.483333,-17.866667,12654,,8036,10.2,1189.46,Rural
population_mada.860,POINT (48.43333333333334 -17.76666666666667),AMBATONDRAZAKA,313033,AMBANDRIKA,48.433333,-17.766667,6117,,3885,10.2,47.76,Rural
population_mada.861,POINT (48.36666666666667 -17.76666666666667),AMBATONDRAZAKA,313050,AMPITATSIMO,48.366667,-17.766667,33812,,21471,10.2,571.14,Rural
population_mada.862,POINT (48.46666666666667 -17.71666666666667),AMBATONDRAZAKA,313070,AMBOHITSILAOZANA,48.466667,-17.716667,21651,,13749,10.2,132.19,Rural
population_mada.863,POINT (48.4 -17.916666666666668),AMBATONDRAZAKA,313090,ILAFY,48.4,-17.916667,19419,,12331,10.2,105.86,Rural
population_mada.864,POINT (48.3 -17.85),AMBATONDRAZAKA,313111,MANAKAMBAHINY ANDREFANA,48.3,-17.85,28503,,18100,10.2,176.83,Rural
population_mada.865,POINT (48.266666666666666 -17.8),AMBATONDRAZAKA,313112,ANTSANGASANGA,48.266667,-17.8,6879,,4368,10.2,181.72,Rural
population_mada.866,POINT (48.550000000000004 -17.583333333333336),AMBATONDRAZAKA,313130,AMBATOSORATRA,48.55,-17.583333,35045,,22253,10.2,153.02,Rural
population_mada.867,POINT (48.21666666666667 -18.016666666666666),AMBATONDRAZAKA,313151,ANDILANATOBY,48.216667,-18.016667,25018,,15887,10.2,45.01,Rural
population_mada.868,POINT (48.18333333333334 -17.866666666666667),AMBATONDRAZAKA,313152,BEJOFO,48.183333,-17.866667,21886,,13898,10.2,231.21,Rural
population_mada.869,POINT (48.516666666666666 -18.133333333333333),AMBATONDRAZAKA,313170,DIDY,48.516667,-18.133333,23730,,15068,10.2,14.2,Rural
population_mada.870,POINT (48.6 -17.433333333333334),AMBATONDRAZAKA,313191,IMERIMANDROSO,48.6,-17.433333,13075,,8303,10.2,142.19,Rural
population_mada.871,POINT (48.61666666666667 -17.533333333333335),AMBATONDRAZAKA,313192,AMPARIHINTSOKATRA,48.616667,-17.533333,13871,,8808,10.2,67.24,Rural
population_mada.872,POINT (48.733333333333334 -17.45),AMBATONDRAZAKA,313193,ANTANANDAVA,48.733333,-17.45,11546,,7332,10.2,315.03,Rural
population_mada.873,POINT (48.66666666666667 -17.400000000000002),AMBATONDRAZAKA,313194,ANDROMBA,48.666667,-17.4,5786,,3674,10.2,23.92,Rural
population_mada.874,POINT (48.68333333333334 -17.75),AMBATONDRAZAKA,313210,MANAKAMBAHINY ANTSINANANA,48.683333,-17.75,10450,,6636,10.2,14.23,Rural
population_mada.875,POINT (48.016666666666666 -17.933333333333334),AMBATONDRAZAKA,313231,SOALAZAINA,48.016667,-17.933333,12442,,7901,10.2,30.47,Rural
population_mada.876,POINT (48.06666666666667 -18.166666666666668),AMBATONDRAZAKA,313232,TANAMBAO BESAKAY,48.066667,-18.166667,15593,,9902,10.2,32.41,Rural
population_mada.877,POINT (48.21666666666667 -18.933333333333334),MORAMANGA,314010,MORAMANGA,48.216667,-18.933333,45532,,25634,35.7,14859.77,Urban
population_mada.878,POINT (48.18333333333334 -19),MORAMANGA,314030,AMBOHIBARY,48.183333,-19,23273,,14778,10.2,23.79,Rural
population_mada.879,POINT (48.333333333333336 -18.96666666666667),MORAMANGA,314050,AMPASIMPOTSY GARA,48.333333,-18.966667,8571,,5443,10.2,32.98,Rural
population_mada.880,POINT (48.4 -18.866666666666667),MORAMANGA,314070,ANDASIBE,48.4,-18.866667,14672,,9317,10.2,39.49,Rural
population_mada.881,POINT (48.05 -18.900000000000002),MORAMANGA,314091,ANOSIBE IFODY,48.05,-18.9,12860,,8166,10.2,143.1,Rural
population_mada.882,POINT (48.03333333333333 -19),MORAMANGA,314092,VODIRIANA,48.033333,-19,9145,,5807,10.2,60.43,Rural
population_mada.883,POINT (48.28333333333333 -18.683333333333334),MORAMANGA,314110,MORARANO GARA,48.283333,-18.683333,17038,,10819,10.2,18.49,Rural
population_mada.884,POINT (48.03333333333333 -18.833333333333336),MORAMANGA,314130,BELAVABARY,48.033333,-18.833333,9507,,6037,10.2,95.34,Rural
population_mada.885,POINT (47.96666666666667 -18.916666666666668),MORAMANGA,314150,SABOTSY ANJIRO,47.966667,-18.916667,16604,,10544,10.2,212.64,Rural
population_mada.886,POINT (48 -18.75),MORAMANGA,314170,AMBOHIDRONONO,48,-18.75,11700,,7429,10.2,62.06,Rural
population_mada.887,POINT (48.583333333333336 -19.016666666666666),MORAMANGA,314190,BEFORONA,48.583333,-19.016667,16778,,10654,10.2,36.66,Rural
population_mada.888,POINT (48.516666666666666 -18.833333333333336),MORAMANGA,314210,AMBATOVOLA,48.516667,-18.833333,11841,,7519,10.2,55.27,Rural
population_mada.889,POINT (48.43333333333334 -19.183333333333334),MORAMANGA,314230,LAKATO,48.433333,-19.183333,22565,,14329,10.2,33.91,Rural
population_mada.890,POINT (48.21666666666667 -18.45),MORAMANGA,314250,AMBOASARY,48.216667,-18.45,20016,,12710,10.2,37.15,Rural
population_mada.891,POINT (48.4 -18.46666666666667),MORAMANGA,314270,FIERENANA,48.4,-18.466667,13491,,8567,10.2,30.36,Rural
population_mada.892,POINT (48.016666666666666 -18.566666666666666),MORAMANGA,314291,MANDIALAZA,48.016667,-18.566667,14697,,9333,10.2,64.94,Rural
population_mada.893,POINT (48.06666666666667 -18.483333333333334),MORAMANGA,314292,ANTANIDITRA,48.066667,-18.483333,7121,,4522,10.2,50.49,Rural
population_mada.894,POINT (48.016666666666666 -18.666666666666668),MORAMANGA,314293,AMPASIPOTSY MANDIALAZA,48.016667,-18.666667,9037,,5739,10.2,50.62,Rural
population_mada.895,POINT (47.96666666666667 -19.066666666666666),MORAMANGA,314310,ANTANANDAVA,47.966667,-19.066667,12578,,7987,10.2,59.73,Rural
population_mada.896,POINT (48 -19.183333333333334),MORAMANGA,314330,MANGARIVOTRA,48,-19.183333,14134,,8975,10.2,43.97,Rural
population_mada.897,POINT (48.2 -18.25),MORAMANGA,314350,ANDAINGO,48.2,-18.25,22241,,14123,10.2,46.36,Rural
population_mada.898,POINT (49.166666666666664 -17.483333333333334),VAVATENINA,315010,VAVATENINA,49.166667,-17.483333,49163,,29744,10.2,170.46,Rural
population_mada.899,POINT (49.266666666666666 -17.483333333333334),VAVATENINA,315030,MAROMITETY,49.266667,-17.483333,16396,,9920,10.2,176.89,Rural
population_mada.900,POINT (49.03333333333333 -17.51666666666667),VAVATENINA,315050,AMBOHIBE,49.033333,-17.516667,19616,,11868,10.2,94.69,Rural
population_mada.901,POINT (49.28333333333333 -17.383333333333333),VAVATENINA,315070,AMPASIMAZAVA,49.283333,-17.383333,9475,,5733,10.2,176.67,Rural
population_mada.902,POINT (49.13333333333333 -17.366666666666667),VAVATENINA,315091,ANJAHAMBE,49.133333,-17.366667,16955,,10258,10.2,302.16,Rural
population_mada.903,POINT (49.1 -17.3),VAVATENINA,315092,AMBATOHARANANA,49.1,-17.3,24237,,14664,10.2,260.72,Rural
population_mada.904,POINT (48.95 -17.3),VAVATENINA,315110,ANDASIBE,48.95,-17.3,22230,,13449,10.2,30.51,Rural
population_mada.905,POINT (49.06666666666667 -17.666666666666668),VAVATENINA,315130,MIARINARIVO,49.066667,-17.666667,33533,,20287,10.2,48.04,Rural
population_mada.906,POINT (48.91666666666667 -17.433333333333334),VAVATENINA,315150,SAHATAVY,48.916667,-17.433333,18716,,11323,10.2,74.33,Rural
population_mada.907,POINT (48.85 -17.566666666666666),VAVATENINA,315170,AMBODIMANGAVALO,48.85,-17.566667,13054,,7898,10.2,29.49,Rural
population_mada.908,POINT (48.68333333333334 -16.916666666666668),ANDILAMENA,316011,ANDILAMENA,48.683333,-16.916667,23857,,14433,10.2,14.98,Rural
population_mada.909,POINT (48.4 -17.05),ANDILAMENA,316012,BEMAITSO,48.4,-17.05,8321,,5034,10.2,11.78,Rural
population_mada.910,POINT (48.35 -16.866666666666667),ANDILAMENA,316031,ANTANIMENABAKA,48.35,-16.866667,19889,,12629,10.2,24.94,Rural
population_mada.911,POINT (48.35 -16.8),ANDILAMENA,316032,TANANANIFOLOLAHY,48.35,-16.8,4865,,3089,10.2,9.16,Rural
population_mada.912,POINT (48.416666666666664 -16.616666666666667),ANDILAMENA,316051,MAROADABO,48.416667,-16.616667,3132,,1989,10.2,6.05,Rural
population_mada.913,POINT (48.46666666666667 -16.46666666666667),ANDILAMENA,316052,MAROVATO,48.466667,-16.466667,4029,,2558,10.2,6.16,Rural
population_mada.914,POINT (48.13333333333333 -16.650000000000002),ANDILAMENA,316071,MIARINARIVO,48.133333,-16.65,11241,,7138,10.2,7.74,Rural
population_mada.915,POINT (48.05 -16.383333333333333),ANDILAMENA,316072,MAITSOKELY,48.05,-16.383333,5258,,3339,10.2,4.4,Rural
population_mada.916,POINT (48.18333333333334 -19.400000000000002),ANOSIBE-AN'ALA,317011,ANOSIBE AN'ALA,48.183333,-19.4,27167,,17251,10.2,40.24,Rural
population_mada.917,POINT (48.016666666666666 -19.35),ANOSIBE-AN'ALA,317012,AMPASIMANEVA,48.016667,-19.35,5266,,3344,10.2,18.17,Rural
population_mada.918,POINT (48.28333333333333 -19.35),ANOSIBE-AN'ALA,317031,AMPANDROANTRAKA,48.283333,-19.35,8445,,5363,10.2,66.4,Rural
population_mada.919,POINT (48.31666666666667 -19.483333333333334),ANOSIBE-AN'ALA,317032,TRATRAMARINA,48.316667,-19.483333,5137,,3262,10.2,13.97,Rural
population_mada.920,POINT (47.96666666666667 -19.6),ANOSIBE-AN'ALA,317051,ANTANDROKOMBY,47.966667,-19.6,10886,,6913,10.2,42.35,Rural
population_mada.921,POINT (47.91666666666667 -19.683333333333334),ANOSIBE-AN'ALA,317052,AMBALAOMBY,47.916667,-19.683333,4268,,2710,10.2,14.81,Rural
population_mada.922,POINT (48.06666666666667 -19.51666666666667),ANOSIBE-AN'ALA,317053,NIAROVANA MAROSAMPANANA,48.066667,-19.516667,6963,,4422,10.2,61.95,Rural
population_mada.923,POINT (47.95 -19.46666666666667),ANOSIBE-AN'ALA,317054,TSARAVINANY,47.95,-19.466667,3288,,2088,10.2,18.13,Rural
population_mada.924,POINT (48.2 -19.71666666666667),ANOSIBE-AN'ALA,317071,LONGOZABE,48.2,-19.716667,20330,,12909,10.2,61.19,Rural
population_mada.925,POINT (48.15 -19.616666666666667),ANOSIBE-AN'ALA,317072,AMBATOHARANANA,48.15,-19.616667,9282,,5894,10.2,51.18,Rural
population_mada.926,POINT (49.516666666666666 -16.96666666666667),SOANIERANA IVONGO,318011,SOANIERANA IVONGO,49.516667,-16.966667,28927,,17501,10.2,135.24,Rural
population_mada.927,POINT (49.46666666666667 -16.883333333333336),SOANIERANA IVONGO,318012,FOTSIALANANA,49.466667,-16.883333,19482,,11786,10.2,199.03,Rural
population_mada.928,POINT (49.65 -16.833333333333336),SOANIERANA IVONGO,318030,ANTANIFOTSY,49.65,-16.833333,12190,,7375,10.2,71.38,Rural
population_mada.929,POINT (49.550000000000004 -16.8),SOANIERANA IVONGO,318050,AMBODIAMPANA,49.55,-16.8,6803,,4116,10.2,79.02,Rural
population_mada.930,POINT (49.11666666666667 -16.81666666666667),SOANIERANA IVONGO,318070,ANDAPAFITO,49.116667,-16.816667,30778,,18620,10.2,20.85,Rural
population_mada.931,POINT (49.43333333333334 -16.71666666666667),SOANIERANA IVONGO,318090,AMBAHOABE,49.433333,-16.716667,27636,,16720,10.2,39.96,Rural
population_mada.932,POINT (49.66666666666667 -16.683333333333334),SOANIERANA IVONGO,318110,MANOMPANA,49.666667,-16.683333,21002,,12706,10.2,52.31,Rural
population_mada.933,POINT (49.2 -16.55),SOANIERANA IVONGO,318130,ANTENINA,49.2,-16.55,18559,,11228,10.2,14.75,Rural
population_mada.934,POINT (46.3 -15.700000000000001),MAHAJANGA I,401001,MAHAJANGA,46.3,-15.7,122923,,87153,35.7,2053.17,Urban
population_mada.935,POINT (46.333333333333336 -15.683333333333335),MAHAJANGA I,401002,MAHABIBO,46.333333,-15.683333,126478,,89673,35.7,1727.61,Urban
population_mada.936,POINT (44.550000000000004 -16.71666666666667),BESALAMPY,402011,BESALAMPY,44.55,-16.716667,11175,,7666,10.2,11.65,Rural
population_mada.937,POINT (44.81666666666667 -16.76666666666667),BESALAMPY,402012,AMPAKO,44.816667,-16.766667,3263,,2239,10.2,4.79,Rural
population_mada.938,POINT (44.6 -16.96666666666667),BESALAMPY,402030,MAROVOAY SUD,44.6,-16.966667,11175,,7666,10.2,6.14,Rural
population_mada.939,POINT (44.550000000000004 -16.433333333333334),BESALAMPY,402050,SOANENGA,44.55,-16.433333,8243,,5654,10.2,5.68,Rural
population_mada.940,POINT (45.083333333333336 -16.866666666666667),BESALAMPY,402071,BEKODOKA,45.083333,-16.866667,11967,,8209,10.2,6.5,Rural
population_mada.941,POINT (44.93333333333334 -17.266666666666666),BESALAMPY,402072,AMBOLODIA SUD,44.933333,-17.266667,11130,,7635,10.2,8.09,Rural
population_mada.942,POINT (44.800000000000004 -16.416666666666668),BESALAMPY,402090,ANKASAKASA TSIBIRAY,44.8,-16.416667,10161,,6970,10.2,7.22,Rural
population_mada.943,POINT (45.31666666666667 -17.21666666666667),BESALAMPY,402110,MAHABE,45.316667,-17.216667,13795,,9463,10.2,5.57,Rural
population_mada.944,POINT (45.416666666666664 -16.183333333333334),SOALALA,403010,SOALALA,45.416667,-16.183333,21954,,17344,10.2,11.71,Rural
population_mada.945,POINT (45.06666666666667 -16.316666666666666),SOALALA,403030,AMBOHIPAKY,45.066667,-16.316667,11675,,9223,10.2,6.67,Rural
population_mada.946,POINT (45.53333333333333 -16.700000000000003),SOALALA,403050,ANDRANOMAVO,45.533333,-16.7,23254,,18370,10.2,7.27,Rural
population_mada.947,POINT (46.81666666666667 -16.950000000000003),MAEVATANANA,404010,MAEVATANANA I,46.816667,-16.95,60756,,35482,35.7,1588.51,Urban
population_mada.948,POINT (46.86666666666667 -16.983333333333334),MAEVATANANA,404031,MAEVATANANA II,46.866667,-16.983333,19650,,13146,10.2,20.3,Rural
population_mada.949,POINT (46.9 -16.866666666666667),MAEVATANANA,404032,BERATSIMANINA,46.9,-16.866667,11344,,7589,10.2,104.63,Rural
population_mada.950,POINT (46.7 -17.033333333333335),MAEVATANANA,404050,BEMOKOTRA,46.7,-17.033333,9030,,6041,10.2,38.87,Rural
population_mada.951,POINT (46.6 -17.266666666666666),MAEVATANANA,404070,MAHAZOMA,46.6,-17.266667,16911,,11314,10.2,12.97,Rural
population_mada.952,POINT (47.016666666666666 -17.333333333333336),MAEVATANANA,404091,ANTSIAFABOSITRA,47.016667,-17.333333,11269,,7539,10.2,7.36,Rural
population_mada.953,POINT (46.81666666666667 -17.2),MAEVATANANA,404092,ANTANIMBARY,46.816667,-17.2,7612,,5092,10.2,14.21,Rural
population_mada.954,POINT (46.96666666666667 -16.733333333333334),MAEVATANANA,404111,TSARARANO,46.966667,-16.733333,19847,,13277,10.2,16.38,Rural
population_mada.955,POINT (46.9 -16.76666666666667),MAEVATANANA,404112,AMBALAJIA,46.9,-16.766667,6356,,4252,10.2,41.8,Rural
population_mada.956,POINT (47.1 -16.71666666666667),MAEVATANANA,404131,AMBALANJANAKOMBY,47.1,-16.716667,8500,,5686,10.2,8.83,Rural
population_mada.957,POINT (47.18333333333334 -16.900000000000002),MAEVATANANA,404132,MAROKORO,47.183333,-16.9,2923,,1955,10.2,4.46,Rural
population_mada.958,POINT (46.43333333333334 -17.316666666666666),MAEVATANANA,404150,MARIA,46.433333,-17.316667,8623,,5769,10.2,13.99,Rural
population_mada.959,POINT (46.75 -17.616666666666667),MAEVATANANA,404171,ANDRIBA,46.75,-17.616667,9573,,6405,10.2,5.04,Rural
population_mada.960,POINT (47 -17.733333333333334),MAEVATANANA,404172,MAHATSINJO,47,-17.733333,11107,,7430,10.2,29.9,Rural
population_mada.961,POINT (47.233333333333334 -17.616666666666667),MAEVATANANA,404173,MORAFENO,47.233333,-17.616667,6653,,4451,10.2,8.47,Rural
population_mada.962,POINT (46.75 -16.71666666666667),MAEVATANANA,404191,MANGABE,46.75,-16.716667,10040,,6717,10.2,19.8,Rural
population_mada.963,POINT (46.81666666666667 -16.81666666666667),MAEVATANANA,404192,MADIROMIRAFY,46.816667,-16.816667,6400,,4282,10.2,53.4,Rural
population_mada.964,POINT (46.75 -16.533333333333335),AMBATO BOENI,405019,AMBATO AMBARIMAY,46.75,-16.533333,50885,,40199,10.2,189.57,Rural
population_mada.965,POINT (46.733333333333334 -16.400000000000002),AMBATO BOENI,405051,ANKIJABE,46.733333,-16.4,14717,,11627,10.2,39.85,Rural
population_mada.966,POINT (46.86666666666667 -16.366666666666667),AMBATO BOENI,405052,ANDRANOFASIKA,46.866667,-16.366667,13606,,10749,10.2,110.37,Rural
population_mada.967,POINT (46.45 -16.483333333333334),AMBATO BOENI,405070,MADIROVALO,46.45,-16.483333,31609,,24971,10.2,32.19,Rural
population_mada.968,POINT (46.95 -16.46666666666667),AMBATO BOENI,405090,ANJIAJIA,46.95,-16.466667,29463,,23276,10.2,100.76,Rural
population_mada.969,POINT (47.05 -16.35),AMBATO BOENI,405111,TSARAMANDROSO,47.05,-16.35,22839,,18043,10.2,52.1,Rural
population_mada.970,POINT (47.2 -16.35),AMBATO BOENI,405112,AMBONDROMAMY,47.2,-16.35,7752,,6124,10.2,62.58,Rural
population_mada.971,POINT (46.416666666666664 -16.900000000000002),AMBATO BOENI,405130,ANKIRIHITRA,46.416667,-16.9,15596,,12321,10.2,8.29,Rural
population_mada.972,POINT (47.13333333333333 -16.55),AMBATO BOENI,405150,ANDRANOMAMY,47.133333,-16.55,17529,,13848,10.2,49.03,Rural
population_mada.973,POINT (47.28333333333333 -16.266666666666666),AMBATO BOENI,405170,MANERINERINA,47.283333,-16.266667,20270,,16013,10.2,58.47,Rural
population_mada.974,POINT (46 -16.76666666666667),AMBATO BOENI,405190,SITAMPIKY,46,-16.766667,25167,,19882,10.2,9.53,Rural
population_mada.975,POINT (46.66666666666667 -16.1),MAROVOAY,406010,MAROVOAY VILLE,46.666667,-16.1,36951,,26198,35.7,371.75,Urban
population_mada.976,POINT (46.56666666666667 -15.983333333333336),MAROVOAY,406031,MAROVOAY BANLIEUE,46.566667,-15.983333,12763,,10083,10.2,40.72,Rural
population_mada.977,POINT (46.66666666666667 -15.950000000000003),MAROVOAY,406032,ANTANAMBAO ANDRANOLAVA,46.666667,-15.95,7426,,5867,10.2,44.13,Rural
population_mada.978,POINT (46.583333333333336 -16.233333333333334),MAROVOAY,406033,ANOSINALAINOLONA,46.583333,-16.233333,12598,,9952,10.2,70.3,Rural
population_mada.979,POINT (46.7 -16.15),MAROVOAY,406051,AMBOLOMOTY,46.7,-16.15,22527,,17796,10.2,445.46,Rural
population_mada.980,POINT (46.85 -16.233333333333334),MAROVOAY,406052,MAROSAKOA,46.85,-16.233333,12552,,9916,10.2,24.29,Rural
population_mada.981,POINT (46.66666666666667 -16.25),MAROVOAY,406070,TSARARANO,46.666667,-16.25,15286,,12076,10.2,83.33,Rural
population_mada.982,POINT (46.983333333333334 -16.05),MAROVOAY,406090,ANKAZOMBORONA,46.983333,-16.05,37142,,29342,10.2,23.99,Rural
